,usaf,name,state,lat,lon
2180,722821,FULLERTON LANDING STRIP,LA,31.022,-92.911
2181,722972,LITCHFIELD MUNICIPAL AIRPORT,IL,39.163,-89.675
2182,723098,CULPEPER REGIONAL AIRPORT,VA,38.527,-77.859
2183,723104,COLUMBIA OWENS DOWNTOWN AP,SC,33.971,-80.996
2184,723115,ORANGEBURG MUNICIPAL ARPT,SC,33.462,-80.858
2185,723116,DARLINGTON COUNTY JETPORT AIR,SC,34.466,-79.89
2186,723118,OCCONEE COUNTY RGNL ARPT,SC,34.672,-82.886
2187,723122,DONALDSON CENTER AIRPORT,SC,34.758,-82.376
2188,723123,Kings Land O' Lakes Airport,WI,46.15,-89.217
2189,723124,GREENWOOD COUNTY AIRPORT,SC,34.249,-82.159
2190,723146,ASHE COUNTY AIRPORT,NC,36.432,-81.419
2191,723148,MORGANTON-LENOIR AIRPORT,NC,35.821,-81.611
2192,723194,MONROE AIRPORT,NC,35.017,-80.621
2193,723436,NW ARKANSAS REGIONAL ARPT,AR,36.283,-94.3
2194,723439,OZARK REGIONAL AIRPORT,AR,36.369,-92.47
2195,723443,SMITH FIELD AIRPORT,AR,36.191,-94.491
2196,723444,BENTONVILLE MUNI/LOUIS M THAD,AR,36.35,-94.217
2197,723484,WEST PLAINS MUNICIPAL ARPT,MO,36.878,-91.903
2198,723528,FREDERICK MUNICIPAL AIRPT,OK,34.344,-98.983
2199,723565,BARTLESVILLE MUNICIPAL AIRPOR,OK,36.768,-96.026
2200,724006,CHESAPEAKE REGIONAL ARPT,VA,36.666,-76.321
2201,724056,MOUNTIAN EMPIRE AIRPORT,VA,36.895,-81.35
2202,724097,MORRISTOWN MUNICIPAL AIRPORT,NJ,40.8,-74.417
2203,724107,TWIN COUNTY AIRPORT,VA,36.766,-80.823
2204,724115,INGALLS FIELD AIRPORT,VA,37.95,-79.817
2205,724233,CAPITAL CITY AIRPORT,KY,38.185,-84.903
2206,724347,ST CHARLES CO SMARTT ARPT,MO,38.929,-90.428
2207,724354,SOMERSET-PULASKI CO-J.T. WILS,KY,37.054,-84.615
2208,724395,ST LOUIS REGIONAL AIRPORT,IL,38.883,-90.05
2209,724397,CENTRAL ILLINOIS REGIONAL AIR,IL,40.483,-88.95
2210,724453,SEDALIA MEMORIAL AIRPORT,MO,38.704,-93.183
2211,724458,JEFFERSON CITY MEMO ARPT,MO,38.591,-92.156
2212,724459,LEE C FINE MEMORIAL ARPT,MO,38.096,-92.553
2213,724699,ATCT ROCKY MOUNTAIN METRO,CO,39.9,-105.117
2214,725015,ORANGE COUNTY AIRPORT,NY,41.509,-74.265
2215,725059,LAURENCE G HANSCOM FLD APT,MA,42.47,-71.289
2216,725065,NEW BEDFORD RGNL AIRPORT,MA,41.676,-70.958
2217,725084,WINDHAM AIRPORT,CT,41.742,-72.184
2218,725104,PORT MEADVILLE AIRPORT,PA,41.626,-80.215
2219,725214,LORAIN COUNTY RGNL AIRPORT,OH,41.346,-82.179
2220,725216,WAYNE COUNTY AIRPORT,OH,40.873,-81.887
2221,725245,CLEVELAND BURKE LAKEFNT AP,OH,41.518,-81.684
2222,725247,CUYAHOGA COUNTY AIRPORT,OH,41.567,-81.483
2223,725256,ASHTABULA COUNTY AIRPORT,OH,41.778,-80.696
2224,725305,DUPAGE AIRPORT,IL,41.914,-88.246
2225,725315,UNIVERSI OF IL WILLARD APT,IL,40.04,-88.278
2226,725316,DECATUR AIRPORT,IL,39.834,-88.866
2227,725317,COLES COUNTY MEMO AIRPORT,IL,39.478,-88.28
2228,725326,WHITESIDE CO ARPT-JOS H BITTO,IL,41.743,-89.676
2229,725327,PORTER COUNTY MUNICIPAL AIRPO,IN,41.453,-87.006
2230,725337,GARY/CHICAGO AIRPORT,IN,41.617,-87.417
2231,725347,WAUKEGAN REGIONAL AIRPORT,IL,42.417,-87.867
2232,725348,LEWIS UNIVERSITY AIRPORT,IL,41.604,-88.085
2233,725373,GROSSE ILE MUNICIPAL AIRPORT,MI,42.099,-83.161
2234,725408,SCHOOLCRAFT COUNTY AIRPORT,MI,45.983,-86.183
2235,725416,ROBEN-HOOD ARPT,MI,43.717,-85.5
2236,725418,CUSTER AIRPORT,MI,41.94,-83.435
2237,725424,MOUNT PLEASANT MUNI ARPT,MI,43.622,-84.737
2238,726056,SKYHAVEN AIRPORT,NH,43.278,-70.922
2239,726064,SANFORD REGIONAL AIRPORT,ME,43.394,-70.708
2240,726073,WATERVILLE ROBERT LAFLEUR ARP,ME,44.533,-69.667
2241,726115,HARTNESS ST (SPNGFLD) ARPT,VT,43.344,-72.518
2242,726160,BERLIN MUNICIPAL AIRPORT,NH,44.576,-71.179
2243,726165,DILLANT-HOPKINS AIRPORT,NH,42.9,-72.267
2244,726184,AUBURN/LEWISTON MUNI ARPT,ME,44.05,-70.283
2245,726284,SAWYER INTERNATIONAL APT,MI,46.35,-87.4
2246,726385,MANISTEE CO-BLACKER ARPT,MI,44.267,-86.25
2247,726394,LUCE COUNTY AIRPORT,MI,46.311,-85.457
2248,726404,LKLND/NOBL F LEE MEM FD AP,WI,45.928,-89.731
2249,726409,WAUKESHA COUNTY AIRPORT,WI,43.041,-88.237
2250,726413,WEST BEND MUNICIPAL ARPT,WI,43.417,-88.133
2251,726414,MONROE MUNICIPAL AIRPORT,WI,42.615,-89.591
2252,726415,ROCK COUNTY AIRPORT,WI,42.617,-89.033
2253,726424,JOHN H BATTEN AIRPORT,WI,42.761,-87.814
2254,726425,SHEBOYGAN CO MEMO AIRPORT,WI,43.769,-87.851
2255,726449,MERRILL MUNICIPAL AIRPORT,WI,45.199,-89.711
2256,726455,MANITOWOC COUNTY AIRPORT,WI,44.133,-87.667
2257,726457,OUTAGAMIE CO RGNL AIRPORT,WI,44.267,-88.517
2258,726458,DOOR CO CHERRYLAND AIRPORT,WI,44.85,-87.417
2259,726464,WATERTOWN MUNICIPAL AIRPORT,WI,43.167,-88.717
2260,726465,CENTRAL WISCONSIN AIRPORT,WI,44.783,-89.667
2261,726480,DELTA COUNTY AIRPORT,MI,45.733,-87.083
2262,726504,EAGLE RIVER UNION AIRPORT,WI,45.932,-89.269
2263,726505,KENOSHA REGIONAL AIRPORT,WI,42.595,-87.938
2264,726508,SAWYER COUNTY AIRPORT,WI,46.026,-91.444
2265,726509,DODGE COUNTY AIRPORT,WI,43.426,-88.703
2266,726515,BROOKINGS MUNICIPAL ARPT,SD,44.3,-96.8
2267,726558,CLOQUET CARLTON CO AIRPORT,MN,46.703,-92.504
2268,726574,MARSHFIELD MUNICIPAL ARPT,WI,44.638,-90.188
2269,726577,ANOKA CO-BLNE AP(JNS FD) AP,MN,45.15,-93.217
2270,726679,RUSH CITY REGIONAL AIRPORT,MN,45.698,-92.953
2271,727415,RHINELANDER-ONEIDA CO ARPT,WI,45.631,-89.482
2272,727434,CHARLEVOIX MUNICIPAL ARPT,MI,45.305,-85.275
2273,727436,ANTRIM COUNTY AIRPORT,MI,44.986,-85.203
2274,727437,FORD AIRPORT,MI,45.818,-88.114
2275,727445,GOGEBIC-IRON COUNTY ARPT,MI,46.533,-90.133
2276,727454,GRAND MARAIS/COOK CO ARPT,MN,47.838,-90.383
2277,727459,ELY MUNICIPAL AIRPORT,MN,47.817,-91.833
2278,727473,SCOTTS SPB,MN,48.267,-92.483
2279,740001,SUSSEX AIRPORT,NJ,41.199,-74.626
2280,744655,AURORA MUNICIPAL AIRPORT,IL,41.77,-88.481
2281,744662,TAYLORVILLE MINICIPAL ARPT,IL,39.534,-89.328
2282,744663,PITTSFIELD-PENSTON MUNI AP,IL,39.639,-90.778
2283,744665,PALWAUKEE MUNICIPAL ARPT,IL,42.121,-87.905
2284,744666,JACKSONVILLE MUNICIPAL AIRPOR,IL,39.78,-90.238
2285,744672,LOGAN COUNTY AIRPORT,IL,40.158,-89.335
2286,744904,LAWRENCE MUNICIPAL AIRPORT,MA,42.717,-71.124
2287,746925,WARREN FIELD AIRPORT,NC,35.57,-77.05
2288,747540,ALEXANDRIA INTL AIRPORT,LA,31.335,-92.559
2289,747804,HUNTER ARMY AIRFIELD,GA,32.017,-81.133
2290,747805,STATESBORO-BULLOCK CO ARPT,GA,32.483,-81.737
2291,747806,THOMASTON-UPSON CO AIRPORT,GA,32.955,-84.264
2292,747807,LAGRANGE-CALLAWAY AIRPORT,GA,33.017,-85.067
2293,747808,GWINNETT CO-BRISCOE FD APT,GA,33.98,-83.963
2294,747809,WINDER-BORROW AIRPORT,GA,33.983,-83.668
2295,747812,COBB CO-MC COLLUM FLD ARPT,GA,34.013,-84.599
2296,747946,KENNEDY SPACE CENTER,FL,28.617,-80.683
2297,A00002,BRENHAM MUNICIPAL AIRPORT,TX,30.219,-96.374
2298,A00008,FAYETTE RGNL AIR CNTR ARP,TX,29.908,-96.95
2299,A00013,ISBELL FIELD AIRPORT,AL,34.474,-85.721
2300,A00017,MARSHALL COUNTY AIRPORT,IL,41.019,-89.386
2301,A00031,GRANT COUNT AIRPORT,WV,38.994,-79.144
2302,723629,ORANGE COUNTY AIRPORT,TX,30.069,-93.804
2303,720300,WARNER-ROBINS(NEXRAD)        ,GA,32.683,-83.35
2304,722256,MARSHFIELD MUNICIPAL AIRPORT,MA,42.098,-70.672
2308,703059,KING COVE,AK,55.17,-162.27
2319,725306,GLENVIEW NAS,IL,42.083,-87.817
2322,720358,EL RENO REGIONAL AIRPORT,OK,35.473,-98.006
2324,746110,BICYCLE LAKE FORT IRWIN AAF,CA,35.283,-116.633
2326,720368,SLAYTON MUNICIPAL AIRPORT,MN,43.987,-95.783
2328,720365,BROOKINGS AIRPORT,OR,42.074,-124.29
2336,724743,PHILLIPS PLATFORM,AL,29.05,-88.08
2338,726605,BLACK HILLS AIRPORT CLYDE ICE,SD,44.483,-103.783
2342,720356,CLINTON REGIONAL AIRPORT,OK,35.538,-98.933
2343,720359,SEMINOLE MUNICIPAL AIRPORT,OK,35.275,-96.675
2346,726396,WILKERSON PASS,CO,39.05,-105.516
2358,720354,ALTUS/QUARTZ MOUNTAIN REGIONA,OK,34.699,-99.338
2359,724065,TIPTON,MD,39.085,-76.759
2361,720352,MISSISSIPPI CANYON,LA,28.17,-89.22
2366,722005,COFFEY CO,KS,38.302,-95.725
2367,994037,PHILLIPS OILPLATFOR,TX,26.95,-94.683
2369,720346,ALLEN PARISH AIRPORT,LA,30.75,-92.688
2371,997367,WAVELAND,MS,30.283,-89.367
2372,722931,MARINE CORPS AIR STATION,CA,32.867,-117.133
2375,722822,DIRT STRIP EAST OF FORT POLK,LA,31.114,-92.966
2378,747240,GILA BEND AF AUX AIRPORT,AZ,32.883,-112.717
2379,722158,U.S. NAVAL ACADEMY,MD,38.991,-76.489
2381,744450,NELIGH  NE.                  ,NE,42.2,-97.8
2382,702520,TALKEETNA  AK,AK,62.3,-150.417
2385,722007,TUSCOLA AREA AIRPORT,MI,43.459,-83.446
2386,722364,TUNICA MUNICIPAL AIRPORT,MS,34.681,-90.347
2389,720675,INDIAN SPRINGS RANGE 63      ,NV,36.53,-115.57
2390,722309,GRAND ISLE SAWRS,LA,29.25,-89.966
2391,720202,TILLAMOOK AIRPORT,OR,45.417,-123.817
2392,720965,DYESS AIR FORCE BASE,TX,32.433,-99.85
2393,726876,GRANT COUNTY REGIONAL AIRPORT,OR,44.4,-118.967
2394,746141,INDIAN SPRING AUX AIRFIELD,NV,36.583,-115.683
2395,723105,MCENTIRE AIR NATIONAL GUARD S,SC,33.967,-80.8
2396,701747,MERRILL PASS WEST,AK,61.267,-153.8
2397,702711,SHEEP MOUNTAIN AIRPORT,AK,61.812,-147.507
2398,720263,ELBERT CO-PATZ FLD AIRPORT,GA,34.095,-82.816
2399,722012,THE VILLAGES,FL,28.95,-81.967
2400,722051,ATOKA MUNICIPAL AIRPORT,OK,34.398,-96.148
2401,722347,HAGLER AAF,MS,31.282,-89.253
2402,723424,MONTICELLO MUNI,AR,33.636,-91.756
2404,747685,GULFPORT BILOXI INT,MS,30.412,-89.081
2405,785145,EUGENIO MARIA DE HOSTOS AIRPO,PR,18.254,-67.149
2408,722242,GALLIANO HELIPORT,LA,29.4,-90.3
2409,722043,ROCKINGHAM AIRPORT,NC,34.891,-79.759
2411,722406,HOUMA-TERREBONNE AIRPORT,LA,29.566,-90.66
2412,724750,MILFORD MUNICIPAL AIRPORT,UT,38.417,-113.017
2414,701730,INDIAN MOUNTAIN LRRS ARPT,AK,66.0,-153.7
2415,701995,CAPE DARBY REMOT COM OUTLT,AK,64.55,-163.007
2416,703165,SAND POINT AIRPORT,AK,55.319,-160.521
2417,703406,PORT ALSWORTH AIRPORT,AK,60.204,-154.316
2418,704140,EARECKSON AIR STATION AIRPORT,AK,52.717,174.1
2419,720110,LLANO MUNICIPAL AIRPORT,TX,30.784,-98.662
2420,720113,OAKLAND/TROY AIRPORT,MI,42.543,-83.178
2421,720175,MONTCELO MUNI/ELLIS FLD AP,AR,33.636,-91.756
2422,720304,WINGS FIELD AIRPORT,PA,40.1,-75.267
2423,720749,WHIDBEY ISLAND NAS,WA,48.35,-122.667
2424,722021,VANDENBERG AIRPORT,FL,28.014,-82.345
2425,722054,WEST MEMPHIS MUNICIPAL APT,AR,35.135,-90.234
2426,722081,FREDERICK MUNICIPAL ARPT,MD,39.417,-77.383
2427,722113,GIDDINGS-LEE COUNTY AIRPORT,TX,30.169,-96.98
2428,722114,BUFFALO MUNICIPAL AIRPORT,MN,45.159,-93.843
2429,722123,BARTOW MUNICIPAL AIRPORT,FL,27.95,-81.783
2430,722141,FRANKLIN COUNTY AIRPORT,NC,36.023,-78.33
2431,722142,CHALLIS AIRPORT,ID,44.523,-114.215
2432,722152,WEST WOODWARD AIRPORT,OK,36.437,-99.521
2433,722165,OLIVE BRANCH AIRPORT,MS,34.979,-89.787
2434,722322,GLASGOW MUNICIPAL AIRPORT,KY,37.033,-85.95
2435,722330,SLIDELL AIRPORT,LA,30.343,-89.822
2436,722346,OWOSSO COMMUNITY AIRPORT,MI,42.993,-84.139
2437,722440,WILLIAM P. HOBBY AIRPORT,TX,29.638,-95.282
2438,722508,PORT ISABEL-CAMERON CO APT,TX,26.166,-97.346
2439,722618,FORT STOCKTON-PECOS CO APT,TX,30.912,-102.917
2440,722721,GRANT COUNTY AIRPORT,NM,32.633,-108.167
2441,723010,HICKORY REGIONAL AIRPORT,NC,35.742,-81.382
2442,723020,WILMINGTON INTERNATIONAL AIRP,NC,34.268,-77.9
2443,723065,PITT-GREENVILLE AIRPORT,NC,35.633,-77.383
2444,723084,HANOVER CO MUNICIPAL ARPT,VA,37.708,-77.434
2445,723156,ROWAN COUNTY AIRPORT,NC,35.646,-80.52
2446,723160,BACON COUNTY AIRPORT,GA,31.536,-82.507
2447,723280,OUTLAW FIELD AIRPORT,TN,36.624,-87.419
2448,723284,MILLINGTON MUNICIPAL AIRPORT,TN,35.35,-89.867
2449,723350,TRI-CITIES REGIONAL TN/VA AIR,TN,36.48,-82.399
2450,723406,WALNUT RIDGE REGIONAL ARPT,AR,36.125,-90.924
2451,723435,MOUNT IDA,AR,34.547,-93.578
2452,723626,CURRITUCK COUNTY AIRPORT,NC,36.399,-76.016
2453,723660,CHILDRESS MUNICIPAL ARPT,TX,34.427,-100.283
2454,723750,FLAGSTAFF PULLIAM AIRPORT,AZ,35.144,-111.666
2455,723926,CAMARILLO AIRPORT,CA,34.217,-119.083
2456,723980,SALBRY-OCN CTY WICO RGNL AP,MD,38.341,-75.513
2457,723990,HARRISBURG INTERNATIONAL AIRP,PA,40.196,-76.772
2458,724007,SUFFOLK MUNICIPAL AIRPORT,VA,36.682,-76.602
2459,724180,NEW CASTLE COUNTY AIRPORT,DE,39.674,-75.606
2460,724190,JULIAN CARROLL AIRPORT,KY,37.591,-83.314
2461,724373,TER HUTE INTL-HULMAN FD AP,IN,39.452,-87.309
2462,724430,QUINCY RGNL-BLDWN FLD ARPT,IL,39.937,-91.192
2463,724530,PONCA CITY REGIONAL ARPT,OK,36.737,-97.102
2464,725050,LONG ISLAND MAC ARTHUR AIRPOR,NY,40.794,-73.102
2465,725053,CENTRAL PARK,NY,40.779,-73.969
2466,725100,WORCESTER REGIONAL AIRPORT,MA,42.271,-71.873
2467,725128,UNIVERSITY PARK AIRPORT,PA,40.85,-77.85
2468,725220,FLOYD BENNETT MEMO AIRPORT,NY,43.338,-73.61
2469,725420,SE IOWA REGIONAL AIRPORT,IA,40.783,-91.125
2470,725624,JIM KELLY FIELD AIRPORT,NE,40.789,-99.771
2471,725710,YAMPA VALLEY AIRPORT,CO,40.481,-107.218
2472,725864,MCCALL MUNICIPAL AIRPORT,ID,44.889,-116.102
2473,725930,SALINAS MUNICIPAL AIRPORT,CA,36.664,-121.608
2474,726164,MT WASHINGTON RGNL AIRPORT,NH,44.368,-71.545
2475,726514,CUSTER COUNTY AIRPORT,SD,43.733,-103.611
2476,726920,ROBERTS FIELD AIRPORT,OR,44.256,-121.139
2477,727630,DICKINSON THEODORE ROOSEVELT,ND,46.799,-102.797
2478,727690,CUT BANK MUNICIPAL AIRPORT,MT,48.603,-112.375
2479,727700,DILLON AIRPORT,MT,45.258,-112.554
2480,727740,BERT MOONEY AIRPORT,MT,45.965,-112.501
2481,727900,EPHRATA MUNICIPAL AIRPORT,WA,47.308,-119.515
2482,740035,YUMA MCAS,AZ,32.65,-114.617
2483,746140,NELLIS AFB AIRPORT,NV,36.25,-115.033
2484,747040,ONTARIO INTERNATIONAL ARPT,CA,34.056,-117.6
2485,747360,MUNICIPAL AIRPORT,TX,36.017,-102.55
2486,747390,FT WORTH MEACHAM INTL ARPT,TX,32.819,-97.361
2487,747460,EASTERWOOD FIELD AIRPORT,TX,30.589,-96.365
2488,747560,GAINESVILLE REGIONAL AIRPORT,FL,29.692,-82.276
2489,747570,GULFPORT-BILOXI INTL ARPT,MS,30.412,-89.081
2490,747580,GREENWOOD-LEFLORE AIRPORT,MS,33.496,-90.087
2491,747590,BOBBY L CHAIN MUNI AIRPORT,MS,31.282,-89.253
2492,747680,MID DELTA REGIONAL AIRPORT,MS,33.483,-90.985
2493,747820,CRAIG MUNICIPAL AIRPORT,FL,30.336,-81.515
2494,747830,FT LAUD/HOLLYWOOD INTL APT,FL,26.079,-80.162
2495,747870,DAYTONA BEACH INTERNATIONAL A,FL,29.183,-81.048
2496,747931,WINTER HAVEN'S GILBERT APT,FL,28.062,-81.754
2497,723046,DARE COUNTY REGIONAL AIRPORT,NC,35.917,-75.702
2498,723070,ELZ CTY CG/AIR STN RGNL AP,NC,36.261,-76.175
2499,722138,STENNIS INTERNATIONAL AIRPORT,MS,30.368,-89.455
2500,720289,THOMSON-MCDUFFIE CO ARPT,GA,33.53,-82.516
2501,722109,CHEROKEE COUNTY AIRPORT,GA,34.317,-84.417
2502,722147,MOULTRIE MUNICIPAL AIRPORT,GA,31.083,-83.8
2503,722191,BRUNSWICK COUNTY AIRPORT,NC,33.929,-78.075
2504,722323,GATESVILLE MUNICIPAL AIRPORT,TX,31.417,-97.8
2505,722354,HAWKINS FIELD AIRPORT,MS,32.337,-90.221
2506,722488,VICKSBURG/TALLULAH RGNL AP,LA,32.35,-91.028
2507,723190,ANDERSON REGIONAL AIRPORT,SC,34.498,-82.71
2508,723250,CROSSVILLE MEMORIAL -WHITSON,TN,35.951,-85.081
2509,723447,MARION COUNTY RGNL AIRPORT,AR,36.291,-92.59
2510,723450,BOONE COUNTY AIRPORT,AR,36.267,-93.157
2511,723575,LAWTON-FORT SILL RGNL ARPT,OK,34.558,-98.417
2512,724200,MANSFIELD LAHM REGIONAL AIRPO,OH,40.82,-82.518
2513,724420,ROLLA NATIONAL AIRPORT,MO,38.132,-91.765
2514,726364,MASON COUNTY AIRPORT,MI,43.963,-86.408
2515,726487,MEONE-MARINETTE TWIN CO AP,MI,45.117,-87.633
2516,726572,FERGUS FALLS MUNICIPAL AIRPOR,MN,46.283,-96.15
2517,785260,LUIS MUNOZ MARIN INTERNATIONA,PR,18.433,-66.011
2519,723825,S CALIF LOGISTICS,CA,34.6,-117.383
2534,725956,BURNEY,CA,40.883,-121.667
2545,722339,PHI OIL PLATFORM,LA,29.783,-93.183
2548,727860,SPOKANE,WA,47.681,-117.627
2557,725120,PHILIPSBURG AIRPORT,PA,40.867,-78.067
2563,723082,WEST CAMERON 560             ,LA,28.15,-93.35
2577,994890,BRIDGEPORT TERMINAL,CT,41.183,-73.183
2578,994900,NORTH MIDDLE SOUND,CT,41.07,-73.13
2579,994910,FAYERWEATHER ISLAND,CT,41.15,-73.17
2580,994920,NORTH CENTRAL SOUND,CT,41.1,-73.15
2581,994930,SOUTH MIDDLE SOUND,NY,41.05,-73.12
2582,994950,NORTHERN OPEN SOUND  CT,CT,41.12,-73.16
2592,722801,YUMA MCAS YUMA INTL,AZ,32.65,-114.6
2611,703627,PEDRO BAY,AK,59.783,-154.133
2619,702325,WASILLA AIRPORT,AK,61.572,-149.541
2621,994830,U.S. NAVY TOWER R2           ,GA,31.38,-80.57
2622,994860,U.S. NAVY TOWER R8           ,GA,31.633,-79.917
2623,994730,GALVESTON PLEASURE PIER; GULF,TX,29.29,-94.79
2624,994760,WESTERN LAKE PONCHARTRAIN  LA,LA,30.31,-90.28
2625,994780,LUMCON MARINE CENTER  LA,LA,29.25,-90.66
2628,994770,LAKE ST CLAIR  MI,MI,42.47,-82.76
2629,994720,FLAT ISLAND LIGHT,AK,59.33,-151.99
2630,994750,NEW LONDON LEDGE - LEDGE LIGH,CT,41.31,-72.08
2631,994710,068: BAFFIN BAY; POINT OF ROC,TX,27.3,-97.42
2632,994800,RINCON DEL SAN JOSE; POTRERO,TX,26.8,-97.47
2633,994790,MATAGORDA BAY; PORT O'CONNOR,TX,28.45,-96.4
2634,722163,PROSPECT CREEK,AK,66.817,-150.65
2636,722153,GREEN CANYON 184             ,LA,27.767,-91.517
2647,722198,BOONE WATAUGA HOSPTL,NC,36.2,-81.65
2769,720159,HIGH ISLAND 264C             ,LA,28.467,-93.733
2770,720059,VALLE,AZ,35.651,-112.148
2775,720048,EUGENE ISLAND 330            ,LA,28.08,-92.7
2779,720046,NEWHALL,CA,34.37,-118.57
2780,720021,BOOTHVILLE HELIPORT,LA,29.35,-89.43
2784,727430,MARQUETTE CO. ARPT,MI,46.533,-87.55
2790,722068,JACKSONVILLE/CRAIG,FL,30.336,-81.515
2791,743312,J.L. HELMS SEVIER CO ARPT,AR,34.05,-94.401
2792,747688,TRENT LOTT INTL AIRPORT,MS,30.464,-88.532
2797,724015,ALLEN C PERKINSON BLACKSTONE,VA,37.074,-77.958
2801,700630,OLIKTOK LRRS,AK,70.5,-149.88
2802,725160,BENNINGTON STATE,VT,42.883,-73.25
2803,722273,ATLANTA (NAVRES)             ,GA,33.917,-84.517
2807,690020,JOLON HUNTER LIGGETT MIL RES,CA,36.0,-121.233
2809,727813,VAGABOND AAF / YAKIMA TRAININ,WA,46.667,-120.454
2815,722600,STEPHENVILLE/CLARK,TX,32.217,-98.183
2818,725644,PUMPKIN VINE,WY,41.05,-105.46
2819,725646,VEDAUWOO,WY,41.15,-105.4
2823,724690,DENVER/STAPLETON INT,CO,39.75,-104.867
2826,701970,CENTRAL,AK,65.483,-144.667
2831,725647,WHITAKER,WY,41.68,-105.45
2832,725648,SIBLEY PEAK,WY,42.433,-105.033
2833,725649,WHEATLAND,WY,41.95,-104.95
2834,701046,CENTRAL AIRPORT,AK,65.567,-144.765
2845,724677,GUNSN-CRSTED BUTTE RGL APT,CO,38.533,-106.933
2846,724833,SACRAMENTO MATHER AIRPORT,CA,38.567,-121.3
2848,725345,JOLIET REGIONAL AIRPORT,IL,41.5,-88.167
2852,722290,CENTREVILLE,AL,32.9,-87.25
2859,994700,AUGUSTINE ISLAND,AK,59.38,-153.35
2860,911810,MAKIKI/MANOA/OAHU,HI,21.317,-157.817
2861,744661,EFFINGHAM CO MEM,IL,39.07,-88.534
2875,722626,MARFA AP,TX,30.371,-104.017
2876,700450,LONELY (DEW)                 ,AK,70.917,-153.233
2884,703920,CRAIG SEAPLANE,AK,55.483,-133.15
2898,725184,ALBANY (NEXRAD)              ,NY,44.517,-73.167
2899,725230,DANSVILLE MUNICIPAL,NY,42.567,-77.717
2903,725310,RANTOUL,IL,40.3,-88.15
2904,994640,CEDAR KEY,FL,29.14,-83.03
2905,994690,DRIFT RIVER TERMINAL,AK,60.55,-152.14
2906,994610,DUCK PIER  NC,NC,36.18,-75.75
2907,994630,DRY TORTUGAS  FL,FL,24.64,-82.86
2909,994650,KEATON BEACH,FL,29.82,-83.59
2910,994620,LONG KEY  FL,FL,24.84,-80.86
2911,994670,MIDDLE ROCK LIGHT,AK,61.08,-146.66
2912,994680,BLIGH REEF LIGHT,AK,60.84,-146.88
2913,994660,POTATO POINT,AK,61.06,-146.7
2914,695354,AFWA ASSIGNED,MS,,
2916,747940,CAPE CANAVERAL AFS SKID STRIP,FL,28.468,-80.567
2919,727755,MALMSTROM AFHP,MT,47.5,-111.183
2920,702725,LAKE HOOD SEAPLANE BASE,AK,61.178,-149.966
2921,722300,SHELBY COUNTY AIRPORT,AL,33.178,-86.782
2922,725325,BRADFORD/RINKENBERG,IL,41.233,-89.617
2930,724370,TERRE HAUTE HULMAN REGIONAL A,IN,39.45,-87.3
2933,695424,AFWA ASSIGNED,CA,,
2934,724810,CASTLE,CA,37.38,-120.568
2935,726403,MILWAUKEE WSFO,WI,42.97,-88.55
2937,746720,SABRE AHP,TN,36.568,-87.481
2938,725339,CHIGAGO-WAUKEE ARPT,IL,42.117,-87.9
2940,724988,DANSVILLE MUNI,NY,42.571,-77.713
2944,747760,MARIANNA MUNI,FL,30.938,-85.182
3001,695364,AFWA ASSIGNED,VA,,
3004,911803,HICKAM AFB,HI,21.316,-157.927
3007,698414,319 MISSILE SQ               ,CO,40.5,-103.833
3008,695414,RED PASS LAKE / NTC,CA,35.267,-116.367
3010,726080,EASTPORT MUNI,ME,44.91,-67.013
3012,703880,CAPE DECISION(AMOS)          ,AK,56.0,-134.133
3013,723757,FLAGSTAFF NEXRAD,AZ,34.567,-111.2
3016,722678,RATON MUNI CREWS FLD,NM,36.733,-104.5
3017,722130,WAYCROSS/WARE CO.            ,GA,31.25,-82.4
3018,727861,SPOKANE NEXRAD,WA,47.683,117.633
3019,724343,ST LOUIS NEXRAD,MO,36.7,-90.683
3021,722920,AVALON/CATALINA,CA,33.4,-118.417
3022,745090,MOUNTAIN VIEW /SUNN,CA,37.417,-122.05
3023,725580,VALLEY,NE,41.317,-96.35
3025,722086,CHARLESTON NS,SC,32.86,-79.95
3026,724680,FORT CARSON/BUTTS,CO,38.7,-104.767
3027,722570,FT HOOD AAF/KILLEEN,TX,31.1,-97.717
3028,723550,FORT SILL,OK,34.6,-98.4
3029,690190,DYESS AFB/ABILENE,TX,32.417,-99.85
3030,722785,LUKE AFB,AZ,33.533,-112.383
3031,722890,MOUNT WILSON,CA,34.233,-118.067
3032,722910,SAN NICHOLAS ISLAND,CA,33.25,-119.45
3034,723408,ARKANSAS INTL,AR,35.967,-89.933
3035,723520,ALTUS AFB,OK,34.65,-99.267
3037,724550,FT RILEY/MARSHALL A,KS,39.1,-96.767
3038,745310,AIR FORCE ACADEMY,CO,38.967,-104.817
3040,911700,WAHIAWA /WHEELER/SC,HI,21.483,-158.033
3041,723087,FELKER AAF,VA,37.133,-76.609
3042,722267,TROY MUNI,AL,31.867,-86.017
3043,722925,SAN CLEMENTE ISLAND,CA,33.017,-118.583
3044,722246,DUKE FLD,FL,30.65,-86.523
3045,722730,FORT HUACHUCA,AZ,31.583,-110.333
3046,722800,YUMA INTL AIRPORT,AZ,32.65,-114.6
3047,724505,MC CONNELL AFB,KS,37.617,-97.267
3048,724837,BEALE AFB,CA,39.133,-121.433
3049,726436,VOLK FLD,WI,43.933,-90.25
