,state,name,min_temp,mean_temp,max_temp
31,WY,YELLOWSTONE REGIONAL ARPT,-32.1,45.790633608815426,98.1
32,MN,CRANE LAKE SEAPLANE,-34.6,35.989684813753584,91.4
33,MN,SCOTTS SPB,-34.6,35.989684813753584,91.4
34,MT,GREAT FALLS,-32.1,45.27755102040816,102.0
35,IL,LOGAN CO,-8.1,57.17515923566879,98.4
36,IL,LOGAN COUNTY AIRPORT,-8.1,57.17515923566879,98.4
37,HI,HONOLULU,66.0,76.87821229050279,86.2
38,OR,SOUTH BEACH,26.1,53.71212121212121,88.7
39,OR,PORT ORFORD,28.4,52.32760563380281,87.1
40,FL,APPALACHICOLA,22.3,69.56452513966481,95.7
41,,APK - ARIPEKA  FL,30.4,72.13371104815864,92.5
42,MA,BORDEN FLATS LIGHT,7.5,54.241504178272976,90.7
43,MA,WOODS HOLE,10.9,53.43694444444444,84.4
44,RI,CONIMUCUT LIGHT,8.4,54.00733333333334,88.5
45,RI,QUONSET POINT,7.0,53.12311977715877,87.4
46,CT,BRIDGEPORT,5.0,53.420334261838434,91.6
47,SC,SPRINGMAID PIER,18.0,69.63256704980844,93.2
48,MD,SOLOMONS ISLAND,12.4,58.41977715877437,91.6
49,MD,TOLCHESTER BEACH,9.9,57.050139275766014,91.2
50,VA,WACHAPREAGUE,14.2,58.96740947075209,95.9
51,LA,CALCASIEU PASS,19.0,69.83707865168539,93.6
52,FL,CLEARWATER BEACH,33.3,73.44209039548022,92.1
53,FL,FERNANDINA BEACH,26.4,72.57130919220056,101.1
54,TX,EAGLE POINT,18.5,70.5550279329609,94.3
55,DE,REEDY POINT,7.7,56.36657381615599,96.6
56,AK,ANCHORAGE,-6.7,38.72735042735042,73.8
57,FL,PORT MANATEE,34.9,72.81309192200557,92.3
58,VA,YORK RIVER E RANGE,12.7,60.524512534818946,91.6
59,MD,COVE POINT,10.9,58.22997198879551,92.1
60,MA,WAQUIOT BAY RESERVE,7.3,55.685041551246535,98.1
61,DE,DELAWARE RESERVE,8.1,62.99087136929461,95.9
62,TX,PORT ARANSAS,21.6,71.70252100840337,88.7
63,NC,DUCK PIER,16.5,62.33072625698325,91.4
64,TX,ROCKPORT,21.4,71.98016759776537,96.8
65,CA,MARTINEZ-AMORCO,35.4,59.64301675977653,102.4
66,CA,RICHMOND (POINT POTRERO)     ,39.9,57.44233983286909,93.9
67,AR,DEXTER B FLORENCE MEM FLD AP,-57.1,52.816638037790106,122.4
68,TX,MUSTANG ISLAND A85A          ,-57.1,52.816638037790106,122.4
69,TX,ATHENS MUNICIPAL AIRPORT,-57.1,52.816638037790106,122.4
70,LA,LOUISIANA REGIONAL AIRPORT,-57.1,52.895540861084214,122.4
71,UT,EAGLE RANGE WSO,-57.1,52.816638037790106,122.4
72,LA,NEW ORLEANS SUPERDOME HELIPOR,-57.1,52.816638037790106,122.4
73,KS,SHALTZ FIELD AIRPORT,-57.1,52.81362744838189,122.4
74,NM,DONA ANA COUNTY AIRPORT AT SA,-57.1,52.816638037790106,122.4
75,NM,DULCE 1 NW                   ,-57.1,52.816638037790106,122.4
76,CO,GRAND JUNCTION 9 W           ,-57.1,52.816638037790106,122.4
77,AZ,HOLBROOK 17 ESE              ,-57.1,52.816638037790106,122.4
78,CO,EADS 16 ENE                  ,-57.1,52.816638037790106,122.4
79,CO,SAGUACHE 2 WNW               ,-57.1,52.816638037790106,122.4
80,NM,RESERVE 1 W                  ,-57.1,52.816638037790106,122.4
81,UT,TROPIC 9 SE                  ,-57.1,52.816638037790106,122.4
82,NM,CARRIZOZO 1 W                ,-57.1,52.816638037790106,122.4
83,CO,STRATTON 24 N                ,-57.1,52.816638037790106,122.4
84,CO,CENTER A 4 SSW               ,-57.1,52.816638037790106,122.4
85,AZ,BOWIE 23 SSE                 ,-57.1,52.816638037790106,122.4
86,CO,SPRINGFIELD 6 WSW            ,-57.1,52.816638037790106,122.4
87,NM,SANTA FE 20 WNW              ,-57.1,52.816638037790106,122.4
88,CO,WOODLAND PARK 14 WSW         ,-57.1,52.816638037790106,122.4
89,CO,ROCKY FORD 1 ESE             ,-57.1,52.816638037790106,122.4
90,NM,TAOS 27 NW                   ,-57.1,52.816638037790106,122.4
91,CO,KIM 9 WSW                    ,-57.1,52.816638037790106,122.4
92,NM,RATON 26 ESE                 ,-57.1,52.816638037790106,122.4
93,CO,GENOA 35 N                   ,-57.1,52.816638037790106,122.4
94,NM,CLAYTON 3 ENE                ,-57.1,52.816638037790106,122.4
95,NM,MILLS 6 WSW                  ,-57.1,52.816638037790106,122.4
96,CO,RIFLE 23 NW                  ,-57.1,52.816638037790106,122.4
97,NM,MOUNTAINAIR 2 WSW            ,-57.1,52.816638037790106,122.4
98,CO,EAGLE 13 SSE                 ,-57.1,52.816638037790106,122.4
99,CO,CRAIG 30 N                   ,-57.1,52.816638037790106,122.4
100,AZ,FLAGSTAFF PULLIAM ARPT,-57.1,52.816638037790106,122.4
101,CA,PALM SPRINGS THERMAL AP,-57.1,52.816638037790106,122.4
102,NV,CAMP MERCURY,-57.1,52.816638037790106,122.4
103,CA,TORRANCE AIRPORT,-57.1,52.88769430566785,122.4
104,AZ,FORT HUACHUCA,-57.1,52.8665491697918,122.4
105,AZ,YUMA PROVING GROUND,-57.1,52.816638037790106,122.4
106,CA,MOJAVE MCAS,-57.1,52.81663803779014,122.4
107,NV,JACKASS FLATS,-57.1,52.816638037790106,122.4
108,CA,CUDDEBACK GUNNERY RANGE,-57.1,52.816638037790106,122.4
109,CA,CAMP PENDLETON MCAS,-57.1,52.816638037790106,122.4
110,CA,LONG BEACH NS,-57.1,52.816638037790106,122.4
111,MI,CARROLL CO RGNL/JJACK B POAGE,-57.1,52.816638037790106,122.4
112,TN,DYERSBURG MUNICIPAL AP,-57.1,52.816638037790106,122.4
113,NC,HICKORY REGIONAL AP,-57.1,52.816638037790106,122.4
114,TN,JACKSON MCKELLAR-SIPES REGL A,-57.1,52.816638037790106,122.4
115,KY,CORBIN CAA AIRPORT,-57.1,52.816638037790106,122.4
116,FL,PENSACOLA SAUFLEY NAS,-57.1,52.816638037790106,122.4
117,KY,PADUCAH BARKLEY FIELD,-57.1,52.816638037790106,122.4
118,MO,MALDEN FAA AIRPORT,-57.1,52.83173672551698,122.4
119,FL,MARIANNA MUNICIPAL AP,-57.1,52.816638037790106,122.4
120,IL,VANDALIA FAA AIRPORT,-57.1,52.816638037790106,122.4
121,FL,PENSACOLA ELLYSON FLD NAAS,-57.1,52.816638037790106,122.4
122,TN,ATDL,-57.1,52.816638037790106,122.4
123,TN,MEMO-WHITON FIELD AIRPORT,-57.1,52.816638037790106,122.4
124,KY,LONDON-CORBIN AP,-57.1,52.816638037790106,122.4
125,AL,CAIRNS FIELD FORT RUCKER,-57.1,52.816638037790106,122.4
126,OH,SPRINGFIELD AF,-57.1,52.816638037790106,122.4
127,WV,BECKLEY RALEIGH CO MEM AP,-57.1,52.816638037790106,122.4
128,GA,FORT BENNING MCKENNA,-57.1,52.816638037790106,122.4
129,FL,VALPARAISO,-57.1,52.816638037790106,122.4
130,KS,SMOKY HILL AF,-57.1,52.816638037790106,122.4
131,AL,TROY AF,-57.1,52.816638037790106,122.4
132,AL,CENTREVILLE WSMO,-57.1,52.816638037790106,122.4
133,TX,LONGVIEW GREGG COUNTY AP,-57.1,52.816638037790106,122.4
134,TX,COLLEGE STATION EASTERWOOD FL,-57.1,52.816638037790106,122.4
135,KS,SALINA (OLD) MUNI AP,-57.1,52.816638037790106,122.4
136,KS,MCCONNELL AFB,-57.1,52.816638037790106,122.4
137,MO,RICHARDS GEBAUR AFB,-57.1,52.816638037790106,122.4
138,LA,FORT POLK AAF,-57.1,52.816638037790106,122.4
139,LA,NEW IBERIA NAAS,-57.1,52.816638037790106,122.4
140,MO,FT LNRD WD AAF,-57.1,52.816638037790106,122.4
141,LA,CLAIBORNE RANGE AF,-57.1,52.816638037790106,122.4
142,TX,MINERAL WELLS FT WOLTERS AF,-57.1,52.816638037790106,122.4
143,TX,PALO PINTO DEMPSEY AF,-57.1,52.816638037790106,122.4
144,TX,STEPHENVILLE CLARK FIELD,-57.1,52.816638037790106,122.4
145,UT,HEBER CITY MUNI ARPT-RUSS MCD,-57.1,52.816638037790106,122.4
146,UT,PROVO 22 E                   ,-57.1,52.816638037790106,122.4
147,PA,JOHNSTOWN CAMBRIA COUNTY AP,-57.1,52.816638037790106,122.4
148,NY,GENEVA SAMPSON AFB,-57.1,52.816638037790106,122.4
149,NY,NIAGARA FALLS,-57.1,52.816638037790106,122.4
150,NJ,BELMAR ASC,-57.1,52.816638037790106,122.4
151,NY,SCHENECTADY,-57.1,52.81663803779014,122.4
152,MA,MAYNARD,-57.1,52.816638037790106,122.4
153,MA,FITCHBURG MUNICIPAL AP,-57.1,52.816638037790106,122.4
154,NJ,BELMAR MONMOUTH AAF,-57.1,52.816638037790106,122.4
155,FL,MACDILL AAF,-57.1,52.816638037790106,122.4
156,FL,PINECASTLE AAF,-57.1,52.816638037790106,122.4
157,FL,HOMESTEAD AAF,-57.1,52.816638037790106,122.4
158,FL,APALACHICOLA,-57.1,52.816638037790106,122.4
159,FL,CROSS CITY AIRPORT,-57.1,52.89441455528463,122.4
160,FL,FORT MYERS PAGE FIELD,-57.1,52.816638037790106,122.4
161,FL,MELBOURNE REGIONAL AP,-57.1,52.816638037790106,122.4
162,FL,VERO BEACH MUNICIPAL ARPT,-57.1,52.816638037790106,122.4
163,FL,WEST PALM BEACH INTL ARPT,-57.1,52.816638037790106,122.4
164,FL,DAYTONA BEACH NAS,-57.1,52.816638037790106,122.4
165,FL,DELAND NAS,-57.1,52.816638037790106,122.4
166,FL,FORT LAUDERDALE HOLLYWOOD INT,-57.1,52.816638037790106,122.4
167,FL,MELBOURNE NAS,-57.1,52.816638037790106,122.4
168,FL,MIAMI MCAS,-57.1,52.816638037790106,122.4
169,FL,RICHMOND NAS,-57.1,52.816638037790106,122.4
170,FL,SANFORD AIRPORT,-57.1,52.816638037790106,122.4
171,FL,VERO BEACH NAS,-57.1,52.816638037790106,122.4
172,FL,KEY WEST WB CITY,-57.1,52.816638037790106,122.4
173,FL,VALKARIA,-57.1,52.816638037790106,122.4
174,LA,BOOTHVILLE,-57.1,52.816638037790106,122.4
175,TX,LAREDO AFB,-57.1,52.816638037790106,122.4
176,TX,SAN MARCOS GARY AFB,-57.1,52.816638037790106,122.4
177,TX,RANDOLPH AFB,-57.1,52.89738020778117,122.4
178,TX,HOUSTON WILLIAM P HOBBY AP,-57.1,52.816638037790106,122.4
179,TX,VICTORIA,-57.1,52.816638037790106,122.4
180,TX,SAN ANTONIO BROOKS AFB,-57.1,52.816638037790106,122.4
181,TX,PALACIOS MUNICIPAL AP,-57.1,52.816638037790106,122.4
182,TX,CORPUS CHRISTI CABANISS NAAS,-57.1,52.816638037790106,122.4
183,TX,COTULLA FAA AP,-57.1,52.816638037790106,122.4
184,TX,MATAGORDA ISLAND AF,-57.1,52.816638037790106,122.4
185,LA,LAKE PALOURD BASE HELIPORT,-57.1,52.816638037790106,122.4
186,LA,CAMERON HELIPORT,-57.1,52.816638037790106,122.4
187,LA,GRAND ISLE (SAWRS)           ,-57.1,52.816638037790106,122.4
188,LA,GULF OF MEXICO,-57.1,52.816638037790106,122.4
189,MD,WASHINGTON DC BOLLING FIELD A,-57.1,52.816638037790106,122.4
190,NC,LAURINBURG AAB,-57.1,52.816638037790106,122.4
191,NC,GOLDSBORO SEYMOUR JOHNSON AFB,-57.1,52.816638037790106,122.4
192,MD,BALTIMORE,-57.1,52.816638037790106,122.4
193,VA,BLACKSTONE,-57.1,52.816638037790106,122.4
194,VA,DANVILLE FAA AP,-57.1,52.816638037790106,122.4
195,VA,FRONT ROYAL,-57.1,52.816638037790106,122.4
196,VA,GORDONSVILLE FAA AP,-57.1,52.816638037790106,122.4
197,WV,MARTINSBURG EASTERN WV REG AP,-57.1,52.816638037790106,122.4
198,NJ,MILLVILLE MUNICIPAL AP,-57.1,52.816638037790106,122.4
199,WV,MORGANTOWN MUNICIPAL AP,-57.1,52.816638037790106,122.4
200,WV,PETERSBURG,-57.1,52.816638037790106,122.4
201,VA,URBANNA,-57.1,52.816638037790106,122.4
202,SC,FLORENCE CITY COUNTY AP,-57.1,52.816638037790106,122.4
203,NC,ROCKY MOUNT,-57.1,52.816638037790106,122.4
204,NC,WARRENTON WB AP,-57.1,52.816638037790106,122.4
205,MD,FREDERICK AF,-57.1,52.816638037790106,122.4
206,MD,ANACOSTIA NAS,-57.1,52.816638037790106,122.4
207,NJ,ATLANTIC CITY NAS,-57.1,52.816638037790106,122.4
208,VA,CHINCOTEAGUE NAS,-57.1,52.816638037790106,122.4
209,NJ,CAPE MAY NAS,-57.1,52.816638037790106,122.4
210,SC,CHARLESTON NAS,-57.1,52.816638037790106,122.4
211,VA,DAHLGREN WEAPONS LAB,-57.1,52.816638037790106,122.4
212,VA,FRANKLIN NAAS,-57.1,52.816638037790106,122.4
213,PA,PHILADELPHIA NAAS,-57.1,52.816638037790106,122.4
214,NJ,WILDWOOD NAS,-57.1,52.816638037790106,122.4
215,NC,LUMBERTON MUNICIPAL AP,-57.1,52.816638037790106,122.4
216,KY,FORT CAMPBELL AAF,-57.1,52.816638037790106,122.4
217,SC,GREENVILLE DONALDSON AFB,-57.1,52.816638037790106,122.4
218,MS,COLUMBUS AAF,-57.1,52.816638037790106,122.4
219,GA,FORT BENNING LAWSON,-57.1,52.816638037790106,122.4
220,GA,SAVANNAH CHATHAM FIELD AAF,-57.1,52.816638037790106,122.4
221,TN,TULLAHOMA AEDC SITE,-57.1,52.816638037790106,122.4
222,GA,MARIETTA DOBBINS AAF,-57.1,52.816638037790106,122.4
223,WV,PARKERSBURG WSO,-57.1,52.816638037790106,122.4
224,VA,PULASKI,-57.1,52.816638037790106,122.4
225,GA,ALBANY MUNICIPAL AP,-57.1,52.816638037790106,122.4
226,GA,ALMA BACON COUNTY AP,-57.1,52.816638037790106,122.4
227,AL,ANNISTON CALHOUN CO AP,-57.1,52.816638037790106,122.4
228,GA,BRUNSWICK MALCOLM MCKINNON AP,-57.1,52.816638037790106,122.4
229,FL,CRESTVIEW BOB SIKES AP,-57.1,52.816638037790106,122.4
230,AL,EVERGREEN INTERMEDIATE FLD,-57.1,52.816638037790106,122.4
231,AL,MUSCLE SHOALS REGIONAL AP,-57.1,52.816638037790106,122.4
232,OK,ALTUS AAF,-57.1,52.816638037790106,122.4
233,TX,AUSTIN BERGSTROM AFB,-57.1,52.816638037790106,122.4
234,TX,BRYAN AFB,-57.1,52.816638037790106,122.4
235,TX,DALLAS HENSLEY FIELD AFB,-57.1,52.816638037790106,122.4
236,TX,ABILENE DYESS AAF,-57.1,52.816638037790106,122.4
237,OK,OKLAHOMA CITY TINKER AAF,-57.1,52.816638037790106,122.4
238,KS,FORBES FIELD AAF,-57.1,52.816638037790106,122.4
239,TX,WACO JAMES CONNALLY AFB,-57.1,52.816638037790106,122.4
240,MO,WHITEMAN AAF,-57.1,52.816638037790106,122.4
241,LA,LAKE CHARLES WB AIRP,-57.1,52.816638037790106,122.4
242,LA,MONROE SELMAN FIELD,-57.1,52.816638037790106,122.4
243,LA,BARKSDALE AFB,-57.1,52.879676132674334,122.4
244,OK,FORT SILL POST FIELD AF,-57.1,52.816638037790106,122.4
245,MS,JACKSON 4 NW                 ,-57.1,52.816638037790106,122.4
246,AR,LITTLE ROCK ADAMS FIELD,-57.1,52.816638037790106,122.4
247,OK,ARDMORE INTERMEDIATE FLD,-57.1,52.816638037790106,122.4
248,AR,HARRISON FAA AP,-57.1,52.816638037790106,122.4
249,TX,TYLER POUNDS FIELD,-57.1,52.816638037790106,122.4
250,TX,JUNCTION,-57.1,52.816638037790106,122.4
251,LA,LAFAYETTE REGIONAL AP,-57.1,52.816638037790106,122.4
252,MS,GREENWOOD MUNICIPAL AP,-57.1,52.816638037790106,122.4
253,MS,VICKSBURG OLD,-57.1,52.816638037790106,122.4
254,KS,ANTHONY,-57.1,52.816638037790106,122.4
255,KS,CHANUTE MARTIN JOHNSON AP,-57.1,52.816638037790106,122.4
256,MO,CHILLICOTHE,-57.1,52.816638037790106,122.4
257,MO,COLUMBIA MUNICIPAL AP,-57.1,52.816638037790106,122.4
258,KS,HUTCHINSON MUNICIPAL AP,-57.1,52.816638037790106,122.4
259,MO,JOPLIN MUNICIPAL AP,-57.1,52.816638037790106,122.4
260,MO,KANSAS CITY MUNICIPAL AP,-57.1,52.816638037790106,122.4
261,KS,EMPORIA MUNICIPAL AP,-57.1,52.816638037790106,122.4
262,KS,LEBO CAA AIRPORT,-57.1,52.816638037790106,122.4
263,MO,MARSHALL,-57.1,52.816638037790106,122.4
264,MO,NEW FLORENCE,-57.1,52.816638037790106,122.4
265,MO,VICHY ROLLA NATL ARPT,-57.1,52.816638037790106,122.4
266,KS,WICHITA,-57.1,52.816638037790106,122.4
267,OK,CLINTON NAS,-57.1,52.816638037790106,122.4
268,ME,DOW AFB,-57.1,52.816638037790106,122.4
269,ME,AUGUSTA AIRPORT,-57.1,52.816638037790106,122.4
270,ME,EASTPORT,-57.1,52.78730846720748,122.4
271,ME,MILLINOCKET MUNICIPAL AP,-57.1,52.816638037790106,122.4
272,ME,OLD TOWN FAA AIRPORT,-57.1,52.816638037790106,122.4
273,ME,LORING AFB,-57.1,52.816638037790106,122.4
274,MA,GEORGES SHOALS AFS,-57.1,52.816638037790106,122.4
275,MA,NANTUCKET SHOALS AFS,-57.1,52.816638037790106,122.4
276,ME,CUTLER,-57.1,52.816638037790106,122.4
277,NY,HEMPSTEAD MITCHELL FLD AFB,-57.1,52.816638037790106,122.4
278,NH,MANCHESTER MUNICIPAL AP,-57.1,52.816638037790106,122.4
279,PA,ALTOONA BLAIR CO ARPT,-57.1,52.816638037790106,122.4
280,NY,BINGHAMTON TRI-CITIES ARPT,-57.1,52.816638037790106,122.4
281,PA,BROOKVILLE FAA AP,-57.1,52.816638037790106,122.4
282,NY,CANTON 4 SE                  ,-57.1,52.816638037790106,122.4
283,PA,CURWENSVILLE,-57.1,52.816638037790106,122.4
284,NY,DUNKIRK CHAUTAUQUA CO AP,-57.1,52.816638037790106,122.4
285,NY,ELMIRA AIRPORT,-57.1,52.816638037790106,122.4
286,NY,FORT PLAIN WB AP,-57.1,52.816638037790106,122.4
287,NY,GLENS FALLS AP,-57.1,52.816638037790106,122.4
288,CT,HARTFORD BRAINARD FD,-57.1,52.816638037790106,122.4
289,MA,BLUE HILL OBSERVATORY,-57.1,52.816638037790106,122.4
290,PA,TOBYHANNA,-57.1,52.816638037790106,122.4
291,NY,POUGHKEEPSIE DUTCHESS CO AP,-57.1,52.816638037790106,122.4
292,PA,PARK PLACE 1 NW WB           ,-57.1,52.816638037790106,122.4
293,PA,PITTSBURGH ALLEGHENY CO AP,-57.1,52.816638037790106,122.4
294,PA,SELINSGROVE PENN VALLEY AP,-57.1,52.816638037790106,122.4
295,NY,TICONDEROGA 3 NE             ,-57.1,52.816638037790106,122.4
296,NY,UTICA CAA AP,-57.1,52.816638037790106,122.4
297,MA,WESTFIELD BARNES MUNI AP,-57.1,52.816638037790106,122.4
298,NH,LEBANON MUNICIPAL,-57.1,52.816638037790106,122.4
299,MA,AYER,-57.1,52.816638037790106,122.4
300,ME,LEWISTON NAAF,-57.1,52.816638037790106,122.4
301,NY,NEW YORK FLOYD BENNE,-57.1,52.816638037790106,122.4
302,RI,QUONSET POINT NAS,-57.1,52.816638037790106,122.4
303,MA,SQUANTUM NAS,-57.1,52.816638037790106,122.4
304,NJ,TRENTON MERCER COUNTY AP,-57.1,52.816638037790106,122.4
305,PA,WILLOW GROVE NAS,-57.1,52.816638037790106,122.4
306,NY,BEAR MOUNTAIN WB,-57.1,52.816638037790106,122.4
307,RI,BLOCK ISLAND,-57.1,52.81408674679637,122.4
308,MI,MOUNT CLEMENS SELFRIDGE FLD,-57.1,52.816638037790106,122.4
309,MI,OSCODA WURTSMITH AAF,-57.1,52.816638037790106,122.4
310,IL,PARK RIDGE AF,-57.1,52.816638037790106,122.4
311,PA,MERCER WB AP,-57.1,52.816638037790106,122.4
312,OH,AKRON FULTON INTERNATIONAL AP,-57.1,52.816638037790106,122.4
313,MI,ALPENA WASTEWATER PL,-57.1,52.816638037790106,122.4
314,MI,BATTLE CREEK KELLOGG AP,-57.1,52.816638037790106,122.4
315,IL,BRADFORD,-57.1,52.816638037790106,122.4
316,MI,CADILLAC WEXFORD CO AP,-57.1,52.816638037790106,122.4
317,OH,EAST LIVERPOOL WB AP,-57.1,52.816638037790106,122.4
318,OH,FINDLAY AIRPORT,-57.1,52.81813736533134,122.4
319,MI,GLADWIN,-57.1,52.816638037790106,122.4
320,IN,GOSHEN MUNICIPAL AP,-57.1,52.816638037790106,122.4
321,MI,GRAND RAPIDS,-57.1,52.816638037790106,122.4
322,WI,GREEN BAY,-57.1,52.816638037790106,122.4
323,MI,JACKSON REYNOLDS FIELD,-57.1,52.816638037790106,122.4
324,IL,JOLIET,-57.1,52.816638037790106,122.4
325,IN,WEST LAFAYETTE PURDUE UNIV AP,-57.1,52.816638037790106,122.4
326,MI,MARQUETTE WBO,-57.1,52.816638037790106,122.4
327,MI,PELLSTON EMMET COUNTY AP,-57.1,52.816638037790106,122.4
328,OH,PERRY CAA AP,-57.1,52.816638037790106,122.4
329,IL,ROCKFORD CAA AIRPORT,-57.1,52.816638037790106,122.4
330,MI,SAGINAW TRI CITY INTL AP,-57.1,52.816638037790106,122.4
331,OH,TOLEDO WBAS,-57.1,52.816638037790106,122.4
332,MI,MARQUETTE K I SAWYER AP,-57.1,52.816638037790106,122.4
333,MI,DETROIT WILLOW RUN AP,-57.1,52.816638037790106,122.4
334,MI,GROSSE ILE NAS,-57.1,52.816638037790106,122.4
335,MI,TRAVERSE CITY,-57.1,52.816638037790106,122.4
336,MI,HANCOCK HOUGHTON CO AP,-57.1,52.816638037790106,122.4
337,MI,GRAND MARAIS 2 E             ,-57.1,52.816638037790106,122.4
338,WV,WHEELING OHIO COUNTY AP,-57.1,52.816638037790106,122.4
339,OH,AKRON NAS,-57.1,52.816638037790106,122.4
340,WI,WAUSAU MUNICIPAL ARPT,-57.1,52.816638037790106,122.4
341,NE,LINCOLN AFB,-57.1,52.816638037790106,122.4
342,MN,ALEXANDRIA MUNICIPAL AP,-57.1,52.816638037790106,122.4
343,ND,GRAND FORKS INTERNATIONAL AP,-57.1,52.816638037790106,122.4
344,ND,JAMESTOWN MUNICIPAL ARPT,-57.1,52.816638037790106,122.4
345,WI,LONE ROCK FAA AP,-57.1,52.816638037790106,122.4
346,ND,PEMBINA,-57.1,52.816638037790106,122.4
347,MN,ST PAUL DOWNTOWN AP,-57.1,52.816638037790106,122.4
348,MN,WLMR MUNI-J L RICE FD ARPT,-57.1,52.816638037790106,122.4
349,IA,DUBUQUE WB CITY,-57.1,52.816638037790106,122.4
350,IA,IOWA CITY MUNICIPAL AP,-57.1,52.816638037790106,122.4
351,MO,KIRKSVILLE CANNON MEMORIAL AP,-57.1,52.816638037790106,122.4
352,MO,TARKIO,-57.1,52.816638037790106,122.4
353,MN,MINNEAPOLIS NAS,-57.1,52.816638037790106,122.4
354,IA,OTTUMWA NAS,-57.1,52.816638037790106,122.4
355,IA,OTTUMWA INDUSTRIAL AP,-57.1,52.816638037790106,122.4
356,IA,LAMONI FAA AIRPORT,-57.1,52.816638037790106,122.4
357,WI,GRANTSBURG,-57.1,52.816638037790106,122.4
358,HI,HILO NAS,-57.1,52.816638037790106,122.4
359,TX,DEL RIO LAUGHLIN AAF,-57.1,52.816638037790106,122.4
360,HI,WHEELER AFB 810.1            ,-57.1,52.816638037790106,122.4
361,HI,BARBERS POINT,-57.1,52.816638037790106,122.4
362,HI,EWA MCAS,-57.1,52.816638037790106,122.4
363,HI,PEARL HARBOR NAS,-57.1,52.816638037790106,122.4
364,HI,PUUNENE CAA AP,-57.1,52.816638037790106,122.4
365,HI,PORT ALLEN CAA AP,-57.1,52.816638037790106,122.4
366,HI,FRNCH FRIGAT SHS NAS,-57.1,52.816638037790106,122.4
367,HI,MIDWAY ISLAND,-57.1,52.816638037790106,122.4
368,CO,DENVER LOWRY AFB,-57.1,52.816638037790106,122.4
369,TX,SAN ANGELO GOODFELLOW AFB,-57.1,52.816638037790106,122.4
370,TX,BIGGS AFB,-57.1,52.816638037790106,122.4
371,CO,AURORA BUCKLEY FIELD ANGB,-57.1,52.816638037790106,122.4
372,NM,ROSWELL MUNI AP,-57.1,52.816638037790106,122.4
373,TX,EL PASO MUNICIPAL ARPT,-57.1,52.816638037790106,122.4
374,NM,TUCUMCARI FAA AP,-57.1,52.816638037790106,122.4
375,NM,RATON MUNICIPAL CREWS FIELD A,-57.1,52.816638037790106,122.4
376,TX,PAMPA,-57.1,52.816638037790106,122.4
377,TX,GUADALUPE PASS,-57.1,52.816638037790106,122.4
378,NM,OTTO FAA AP,-57.1,52.816638037790106,122.4
379,NM,ACOMITA FAA AP,-57.1,52.816638037790106,122.4
380,NM,COLUMBUS,-57.1,52.816638037790106,122.4
381,TX,SALT FLAT,-57.1,52.816638037790106,122.4
382,NM,EL MORRO CAA AP,-57.1,52.816638037790106,122.4
383,CO,LA JUNTA MUNICIPAL AP,-57.1,52.816638037790106,122.4
384,CO,PUEBLO WB AIRPORT,-57.1,52.816638037790106,122.4
385,CO,TRINIDAD LAS ANIMAS COUNTY AP,-57.1,52.816638037790106,122.4
