,state,name,min_temp,mean_temp,max_temp
32,ND,JULIET (DONNYBROOK)          ,-27.8,30.876068376068375,93.9
33,WY,BOYSEN THERMOPOL,-29.2,37.78756756756757,87.8
34,WY,BOYSEN,-29.2,37.78756756756757,87.8
35,FL,WHITING FIELD NAVAL AIR STATI,18.0,66.98402877697843,100.9
36,LA,HAMMOND,19.4,67.46912181303117,98.6
37,LA,HAMMOND MUNICIPAL AIRPORT,19.4,67.46912181303117,98.6
38,TX,HEMPHILL CO,-7.8,60.164619883040935,112.3
39,TX,HEMPHILL COUNTY AIRPORT,-7.8,60.164619883040935,112.3
40,CA,SAN CLEMENTE ISLAND,39.0,60.968258426966294,91.0
41,CA,NALF/F. SHERMAN FLD ARPT,39.0,60.968258426966294,91.0
42,NC,USMC BOMB RANGE BT-11        ,25.0,69.1316091954023,99.0
43,NC,PINEY ISLAND,-57.1,52.89189099632855,122.4
44,CA,PORTERVILLE MUNI,28.9,64.89888888888889,113.0
45,CA,PORTERVILLE MUNICIPAL ARPT,28.9,64.89888888888889,113.0
46,MO,LEE C FINE MEM,-6.0,51.077777777777776,102.9
47,MO,LEE C FINE MEMORIAL ARPT,-6.0,51.077777777777776,102.9
48,IA,DENISON MUNICIPAL,-14.8,49.00174927113702,98.6
49,IA,DENISON MUNICIPAL AIRPORT,-14.8,49.00174927113702,98.6
50,CA,EUREKA,27.0,51.62688821752265,75.9
51,CA,WOODLEY ISLAND (NEW 10/94)   ,27.0,51.62688821752265,75.9
52,CO,SUNLIGHT MTN,-9.4,34.00828729281768,75.2
53,CO,SUNLIGHT,-9.4,34.00828729281768,75.2
54,MN,CRANE LAKE SEAPLANE,-34.6,35.989684813753584,91.4
55,MN,SCOTTS SPB,-34.6,35.989684813753584,91.4
56,MT,GREAT FALLS,-32.1,45.27755102040817,102.0
57,NY,SCHENECTADY CO,-9.4,52.998039215686276,96.8
58,NY,SCHENECTADY COUNTY AIRPORT,-9.4,52.998039215686276,96.8
59,NC,DUPLIN CO,10.4,61.61049723756906,96.8
60,NC,DUPLIN COUNTY AIRPORT,10.4,61.61049723756906,96.8
61,HI,KANEOHE MCAS,64.0,77.7190625,87.1
62,CA,CRESCENT CITY,33.1,51.52234636871509,78.3
63,TX,068: BAFFIN BAY; POINT OF ROC,27.7,71.37450980392157,88.5
64,ME,PORTLAND,1.6,49.0958217270195,90.9
65,NY,KINGS POINT,8.8,54.53676880222842,91.8
66,DE,LEWES,12.4,58.01876750700281,94.6
67,NY,MONTAUK,6.1,54.005939226519345,90.0
68,RI,POTTER COVE - PRUDENCE ISLAND,6.6,53.34568245125349,89.8
69,MD,TOLCHESTER BEACH,9.9,57.050139275766014,91.2
70,FL,FT MYERS,38.3,75.31904761904761,96.1
71,FL,PANAMA CITY BEACH,18.9,69.23212290502795,93.4
72,FL,ST PETERSBURG,34.2,74.60642458100558,96.4
73,FL,MAYPORT,25.7,70.43352272727272,98.2
74,TX,GALVESTON PIER 21            ,20.5,71.41064425770307,92.3
75,TX,PORT ISABEL,27.7,72.91648044692738,92.1
76,AK,NIKISKI AK,-5.4,39.74229691876751,70.5
77,VA,CAPE HENRY,12.4,61.292634560906514,94.8
78,DE,DELAWARE CITY,6.6,56.441225626740945,93.2
79,NC,JOHN MERCER PIER,20.8,65.0791086350975,93.2
80,FL,PORT MANATEE,34.9,72.81309192200558,92.3
81,VA,DOMINION TERMINAL ASSOCIATION,12.7,61.16518105849582,91.8
82,FL,APALACHICOLA RESERVE,21.0,71.14833836858006,95.7
83,TX,SOUTH BIRD ISLAND,25.0,72.29131652661066,90.3
84,TX,PORT ARANSAS,21.6,71.70252100840335,88.7
85,TX,MANCHESTER,16.7,71.09832402234638,102.0
86,AL,BON SECOUR,22.3,73.81283018867926,95.7
87,AR,DEXTER B FLORENCE MEM FLD AP,-57.1,52.81663803779013,122.4
88,TX,MUSTANG ISLAND A85A          ,-57.1,52.81663803779013,122.4
89,TX,ATHENS MUNICIPAL AIRPORT,-57.1,52.81663803779013,122.4
90,LA,LOUISIANA REGIONAL AIRPORT,-57.1,52.89554086108424,122.4
91,UT,EAGLE RANGE WSO,-57.1,52.81663803779013,122.4
92,LA,NEW ORLEANS SUPERDOME HELIPOR,-57.1,52.81663803779013,122.4
93,KS,SHALTZ FIELD AIRPORT,-57.1,52.813627448381865,122.4
94,NM,DONA ANA COUNTY AIRPORT AT SA,-57.1,52.81663803779013,122.4
95,NM,DULCE 1 NW                   ,-57.1,52.81663803779013,122.4
96,CO,GRAND JUNCTION 9 W           ,-57.1,52.81663803779013,122.4
97,AZ,HOLBROOK 17 ESE              ,-57.1,52.81663803779013,122.4
98,CO,EADS 16 ENE                  ,-57.1,52.81663803779013,122.4
99,CO,SAGUACHE 2 WNW               ,-57.1,52.81663803779013,122.4
100,NM,RESERVE 1 W                  ,-57.1,52.81663803779013,122.4
101,UT,TROPIC 9 SE                  ,-57.1,52.81663803779013,122.4
102,NM,CARRIZOZO 1 W                ,-57.1,52.81663803779013,122.4
103,CO,STRATTON 24 N                ,-57.1,52.81663803779013,122.4
104,CO,CENTER A 4 SSW               ,-57.1,52.81663803779013,122.4
105,AZ,BOWIE 23 SSE                 ,-57.1,52.81663803779013,122.4
106,CO,SPRINGFIELD 6 WSW            ,-57.1,52.81663803779013,122.4
107,NM,SANTA FE 20 WNW              ,-57.1,52.81663803779013,122.4
108,CO,WOODLAND PARK 14 WSW         ,-57.1,52.81663803779013,122.4
109,CO,ROCKY FORD 1 ESE             ,-57.1,52.81663803779013,122.4
110,NM,TAOS 27 NW                   ,-57.1,52.81663803779013,122.4
111,CO,KIM 9 WSW                    ,-57.1,52.81663803779013,122.4
112,NM,RATON 26 ESE                 ,-57.1,52.81663803779013,122.4
113,CO,GENOA 35 N                   ,-57.1,52.81663803779013,122.4
114,NM,CLAYTON 3 ENE                ,-57.1,52.81663803779013,122.4
115,NM,MILLS 6 WSW                  ,-57.1,52.81663803779013,122.4
116,CO,RIFLE 23 NW                  ,-57.1,52.81663803779013,122.4
117,NM,MOUNTAINAIR 2 WSW            ,-57.1,52.81663803779013,122.4
118,CO,EAGLE 13 SSE                 ,-57.1,52.81663803779013,122.4
119,CO,CRAIG 30 N                   ,-57.1,52.81663803779013,122.4
120,AZ,FLAGSTAFF PULLIAM ARPT,-57.1,52.81663803779013,122.4
121,CA,PALM SPRINGS THERMAL AP,-57.1,52.81663803779013,122.4
122,NV,CAMP MERCURY,-57.1,52.81663803779013,122.4
123,CA,TORRANCE AIRPORT,-57.1,52.887694305667836,122.4
124,AZ,FORT HUACHUCA,-57.1,52.86654916979183,122.4
125,AZ,YUMA PROVING GROUND,-57.1,52.81663803779013,122.4
126,CA,MOJAVE MCAS,-57.1,52.81663803779009,122.4
127,NV,JACKASS FLATS,-57.1,52.81663803779013,122.4
128,CA,CUDDEBACK GUNNERY RANGE,-57.1,52.81663803779013,122.4
129,CA,CAMP PENDLETON MCAS,-57.1,52.81663803779013,122.4
130,CA,LONG BEACH NS,-57.1,52.81663803779013,122.4
131,MI,CARROLL CO RGNL/JJACK B POAGE,-57.1,52.81663803779013,122.4
132,TN,DYERSBURG MUNICIPAL AP,-57.1,52.81663803779013,122.4
133,NC,HICKORY REGIONAL AP,-57.1,52.81663803779013,122.4
134,TN,JACKSON MCKELLAR-SIPES REGL A,-57.1,52.81663803779013,122.4
135,KY,CORBIN CAA AIRPORT,-57.1,52.81663803779013,122.4
136,FL,PENSACOLA SAUFLEY NAS,-57.1,52.81663803779013,122.4
137,KY,PADUCAH BARKLEY FIELD,-57.1,52.81663803779013,122.4
138,MO,MALDEN FAA AIRPORT,-57.1,52.831736725517,122.4
139,FL,MARIANNA MUNICIPAL AP,-57.1,52.81663803779013,122.4
140,IL,VANDALIA FAA AIRPORT,-57.1,52.81663803779013,122.4
141,FL,PENSACOLA ELLYSON FLD NAAS,-57.1,52.81663803779013,122.4
142,TN,ATDL,-57.1,52.81663803779013,122.4
143,TN,MEMO-WHITON FIELD AIRPORT,-57.1,52.81663803779013,122.4
144,KY,LONDON-CORBIN AP,-57.1,52.81663803779013,122.4
145,AL,CAIRNS FIELD FORT RUCKER,-57.1,52.81663803779013,122.4
146,OH,SPRINGFIELD AF,-57.1,52.81663803779013,122.4
147,WV,BECKLEY RALEIGH CO MEM AP,-57.1,52.81663803779013,122.4
148,GA,FORT BENNING MCKENNA,-57.1,52.81663803779013,122.4
149,FL,VALPARAISO,-57.1,52.81663803779013,122.4
150,KS,SMOKY HILL AF,-57.1,52.81663803779013,122.4
151,AL,TROY AF,-57.1,52.81663803779013,122.4
152,AL,CENTREVILLE WSMO,-57.1,52.81663803779013,122.4
153,TX,LONGVIEW GREGG COUNTY AP,-57.1,52.81663803779013,122.4
154,TX,COLLEGE STATION EASTERWOOD FL,-57.1,52.81663803779013,122.4
155,KS,SALINA (OLD) MUNI AP,-57.1,52.81663803779013,122.4
156,KS,MCCONNELL AFB,-57.1,52.81663803779013,122.4
157,MO,RICHARDS GEBAUR AFB,-57.1,52.81663803779013,122.4
158,LA,FORT POLK AAF,-57.1,52.81663803779013,122.4
159,LA,NEW IBERIA NAAS,-57.1,52.81663803779013,122.4
160,MO,FT LNRD WD AAF,-57.1,52.81663803779013,122.4
161,LA,CLAIBORNE RANGE AF,-57.1,52.81663803779013,122.4
162,TX,MINERAL WELLS FT WOLTERS AF,-57.1,52.81663803779013,122.4
163,TX,PALO PINTO DEMPSEY AF,-57.1,52.81663803779013,122.4
164,TX,STEPHENVILLE CLARK FIELD,-57.1,52.81663803779013,122.4
165,UT,HEBER CITY MUNI ARPT-RUSS MCD,-57.1,52.81663803779013,122.4
166,UT,PROVO 22 E                   ,-57.1,52.81663803779013,122.4
167,PA,JOHNSTOWN CAMBRIA COUNTY AP,-57.1,52.81663803779013,122.4
168,NY,GENEVA SAMPSON AFB,-57.1,52.81663803779013,122.4
169,NY,NIAGARA FALLS,-57.1,52.81663803779013,122.4
170,NJ,BELMAR ASC,-57.1,52.81663803779013,122.4
171,NY,SCHENECTADY,-57.1,52.81663803779009,122.4
172,MA,MAYNARD,-57.1,52.81663803779013,122.4
173,MA,FITCHBURG MUNICIPAL AP,-57.1,52.81663803779013,122.4
174,NJ,BELMAR MONMOUTH AAF,-57.1,52.81663803779013,122.4
175,FL,MACDILL AAF,-57.1,52.81663803779013,122.4
176,FL,PINECASTLE AAF,-57.1,52.81663803779013,122.4
177,FL,HOMESTEAD AAF,-57.1,52.81663803779013,122.4
178,FL,APALACHICOLA,-57.1,52.81663803779013,122.4
179,FL,CROSS CITY AIRPORT,-57.1,52.89441455528463,122.4
180,FL,FORT MYERS PAGE FIELD,-57.1,52.81663803779013,122.4
181,FL,MELBOURNE REGIONAL AP,-57.1,52.81663803779013,122.4
182,FL,VERO BEACH MUNICIPAL ARPT,-57.1,52.81663803779013,122.4
183,FL,WEST PALM BEACH INTL ARPT,-57.1,52.81663803779013,122.4
184,FL,DAYTONA BEACH NAS,-57.1,52.81663803779013,122.4
185,FL,DELAND NAS,-57.1,52.81663803779013,122.4
186,FL,FORT LAUDERDALE HOLLYWOOD INT,-57.1,52.81663803779013,122.4
187,FL,MELBOURNE NAS,-57.1,52.81663803779013,122.4
188,FL,MIAMI MCAS,-57.1,52.81663803779013,122.4
189,FL,RICHMOND NAS,-57.1,52.81663803779013,122.4
190,FL,SANFORD AIRPORT,-57.1,52.81663803779013,122.4
191,FL,VERO BEACH NAS,-57.1,52.81663803779013,122.4
192,FL,KEY WEST WB CITY,-57.1,52.81663803779013,122.4
193,FL,VALKARIA,-57.1,52.81663803779013,122.4
194,LA,BOOTHVILLE,-57.1,52.81663803779013,122.4
195,TX,LAREDO AFB,-57.1,52.81663803779013,122.4
196,TX,SAN MARCOS GARY AFB,-57.1,52.81663803779013,122.4
197,TX,RANDOLPH AFB,-57.1,52.89738020778122,122.4
198,TX,HOUSTON WILLIAM P HOBBY AP,-57.1,52.81663803779013,122.4
199,TX,VICTORIA,-57.1,52.81663803779013,122.4
200,TX,SAN ANTONIO BROOKS AFB,-57.1,52.81663803779013,122.4
201,TX,PALACIOS MUNICIPAL AP,-57.1,52.81663803779013,122.4
202,TX,CORPUS CHRISTI CABANISS NAAS,-57.1,52.81663803779013,122.4
203,TX,COTULLA FAA AP,-57.1,52.81663803779013,122.4
204,TX,MATAGORDA ISLAND AF,-57.1,52.81663803779013,122.4
205,LA,LAKE PALOURD BASE HELIPORT,-57.1,52.81663803779013,122.4
206,LA,CAMERON HELIPORT,-57.1,52.81663803779013,122.4
207,LA,GRAND ISLE (SAWRS)           ,-57.1,52.81663803779013,122.4
208,LA,GULF OF MEXICO,-57.1,52.81663803779013,122.4
209,MD,WASHINGTON DC BOLLING FIELD A,-57.1,52.81663803779013,122.4
210,NC,LAURINBURG AAB,-57.1,52.81663803779013,122.4
211,NC,GOLDSBORO SEYMOUR JOHNSON AFB,-57.1,52.81663803779013,122.4
212,MD,BALTIMORE,-57.1,52.81663803779013,122.4
213,VA,BLACKSTONE,-57.1,52.81663803779013,122.4
214,VA,DANVILLE FAA AP,-57.1,52.81663803779013,122.4
215,VA,FRONT ROYAL,-57.1,52.81663803779013,122.4
216,VA,GORDONSVILLE FAA AP,-57.1,52.81663803779013,122.4
217,WV,MARTINSBURG EASTERN WV REG AP,-57.1,52.81663803779013,122.4
218,NJ,MILLVILLE MUNICIPAL AP,-57.1,52.81663803779013,122.4
219,WV,MORGANTOWN MUNICIPAL AP,-57.1,52.81663803779013,122.4
220,WV,PETERSBURG,-57.1,52.81663803779013,122.4
221,VA,URBANNA,-57.1,52.81663803779013,122.4
222,SC,FLORENCE CITY COUNTY AP,-57.1,52.81663803779013,122.4
223,NC,ROCKY MOUNT,-57.1,52.81663803779013,122.4
224,NC,WARRENTON WB AP,-57.1,52.81663803779013,122.4
225,MD,FREDERICK AF,-57.1,52.81663803779013,122.4
226,MD,ANACOSTIA NAS,-57.1,52.81663803779013,122.4
227,NJ,ATLANTIC CITY NAS,-57.1,52.81663803779013,122.4
228,VA,CHINCOTEAGUE NAS,-57.1,52.81663803779013,122.4
229,NJ,CAPE MAY NAS,-57.1,52.81663803779013,122.4
230,SC,CHARLESTON NAS,-57.1,52.81663803779013,122.4
231,VA,DAHLGREN WEAPONS LAB,-57.1,52.81663803779013,122.4
232,VA,FRANKLIN NAAS,-57.1,52.81663803779013,122.4
233,PA,PHILADELPHIA NAAS,-57.1,52.81663803779013,122.4
234,NJ,WILDWOOD NAS,-57.1,52.81663803779013,122.4
235,NC,LUMBERTON MUNICIPAL AP,-57.1,52.81663803779013,122.4
236,KY,FORT CAMPBELL AAF,-57.1,52.81663803779013,122.4
237,SC,GREENVILLE DONALDSON AFB,-57.1,52.81663803779013,122.4
238,MS,COLUMBUS AAF,-57.1,52.81663803779013,122.4
239,GA,FORT BENNING LAWSON,-57.1,52.81663803779013,122.4
240,GA,SAVANNAH CHATHAM FIELD AAF,-57.1,52.81663803779013,122.4
241,TN,TULLAHOMA AEDC SITE,-57.1,52.81663803779013,122.4
242,GA,MARIETTA DOBBINS AAF,-57.1,52.81663803779013,122.4
243,WV,PARKERSBURG WSO,-57.1,52.81663803779013,122.4
244,VA,PULASKI,-57.1,52.81663803779013,122.4
245,GA,ALBANY MUNICIPAL AP,-57.1,52.81663803779013,122.4
246,GA,ALMA BACON COUNTY AP,-57.1,52.81663803779013,122.4
247,AL,ANNISTON CALHOUN CO AP,-57.1,52.81663803779013,122.4
248,GA,BRUNSWICK MALCOLM MCKINNON AP,-57.1,52.81663803779013,122.4
249,FL,CRESTVIEW BOB SIKES AP,-57.1,52.81663803779013,122.4
250,AL,EVERGREEN INTERMEDIATE FLD,-57.1,52.81663803779013,122.4
251,AL,MUSCLE SHOALS REGIONAL AP,-57.1,52.81663803779013,122.4
252,OK,ALTUS AAF,-57.1,52.81663803779013,122.4
253,TX,AUSTIN BERGSTROM AFB,-57.1,52.81663803779013,122.4
254,TX,BRYAN AFB,-57.1,52.81663803779013,122.4
255,TX,DALLAS HENSLEY FIELD AFB,-57.1,52.81663803779013,122.4
256,TX,ABILENE DYESS AAF,-57.1,52.81663803779013,122.4
257,OK,OKLAHOMA CITY TINKER AAF,-57.1,52.81663803779013,122.4
258,KS,FORBES FIELD AAF,-57.1,52.81663803779013,122.4
259,TX,WACO JAMES CONNALLY AFB,-57.1,52.81663803779013,122.4
260,MO,WHITEMAN AAF,-57.1,52.81663803779013,122.4
261,LA,LAKE CHARLES WB AIRP,-57.1,52.81663803779013,122.4
262,LA,MONROE SELMAN FIELD,-57.1,52.81663803779013,122.4
263,LA,BARKSDALE AFB,-57.1,52.879676132674284,122.4
264,OK,FORT SILL POST FIELD AF,-57.1,52.81663803779013,122.4
265,MS,JACKSON 4 NW                 ,-57.1,52.81663803779013,122.4
266,AR,LITTLE ROCK ADAMS FIELD,-57.1,52.81663803779013,122.4
267,OK,ARDMORE INTERMEDIATE FLD,-57.1,52.81663803779013,122.4
268,AR,HARRISON FAA AP,-57.1,52.81663803779013,122.4
269,TX,TYLER POUNDS FIELD,-57.1,52.81663803779013,122.4
270,TX,JUNCTION,-57.1,52.81663803779013,122.4
271,LA,LAFAYETTE REGIONAL AP,-57.1,52.81663803779013,122.4
272,MS,GREENWOOD MUNICIPAL AP,-57.1,52.81663803779013,122.4
273,MS,VICKSBURG OLD,-57.1,52.81663803779013,122.4
274,KS,ANTHONY,-57.1,52.81663803779013,122.4
275,KS,CHANUTE MARTIN JOHNSON AP,-57.1,52.81663803779013,122.4
276,MO,CHILLICOTHE,-57.1,52.81663803779013,122.4
277,MO,COLUMBIA MUNICIPAL AP,-57.1,52.81663803779013,122.4
278,KS,HUTCHINSON MUNICIPAL AP,-57.1,52.81663803779013,122.4
279,MO,JOPLIN MUNICIPAL AP,-57.1,52.81663803779013,122.4
280,MO,KANSAS CITY MUNICIPAL AP,-57.1,52.81663803779013,122.4
281,KS,EMPORIA MUNICIPAL AP,-57.1,52.81663803779013,122.4
282,KS,LEBO CAA AIRPORT,-57.1,52.81663803779013,122.4
283,MO,MARSHALL,-57.1,52.81663803779013,122.4
284,MO,NEW FLORENCE,-57.1,52.81663803779013,122.4
285,MO,VICHY ROLLA NATL ARPT,-57.1,52.81663803779013,122.4
286,KS,WICHITA,-57.1,52.81663803779013,122.4
287,OK,CLINTON NAS,-57.1,52.81663803779013,122.4
288,ME,DOW AFB,-57.1,52.81663803779013,122.4
289,ME,AUGUSTA AIRPORT,-57.1,52.81663803779013,122.4
290,ME,EASTPORT,-57.1,52.78730846720745,122.4
291,ME,MILLINOCKET MUNICIPAL AP,-57.1,52.81663803779013,122.4
292,ME,OLD TOWN FAA AIRPORT,-57.1,52.81663803779013,122.4
293,ME,LORING AFB,-57.1,52.81663803779013,122.4
294,MA,GEORGES SHOALS AFS,-57.1,52.81663803779013,122.4
295,MA,NANTUCKET SHOALS AFS,-57.1,52.81663803779013,122.4
296,ME,CUTLER,-57.1,52.81663803779013,122.4
297,NY,HEMPSTEAD MITCHELL FLD AFB,-57.1,52.81663803779013,122.4
298,NH,MANCHESTER MUNICIPAL AP,-57.1,52.81663803779013,122.4
299,PA,ALTOONA BLAIR CO ARPT,-57.1,52.81663803779013,122.4
300,NY,BINGHAMTON TRI-CITIES ARPT,-57.1,52.81663803779013,122.4
301,PA,BROOKVILLE FAA AP,-57.1,52.81663803779013,122.4
302,NY,CANTON 4 SE                  ,-57.1,52.81663803779013,122.4
303,PA,CURWENSVILLE,-57.1,52.81663803779013,122.4
304,NY,DUNKIRK CHAUTAUQUA CO AP,-57.1,52.81663803779013,122.4
305,NY,ELMIRA AIRPORT,-57.1,52.81663803779013,122.4
306,NY,FORT PLAIN WB AP,-57.1,52.81663803779013,122.4
307,NY,GLENS FALLS AP,-57.1,52.81663803779013,122.4
308,CT,HARTFORD BRAINARD FD,-57.1,52.81663803779013,122.4
309,MA,BLUE HILL OBSERVATORY,-57.1,52.81663803779013,122.4
310,PA,TOBYHANNA,-57.1,52.81663803779013,122.4
311,NY,POUGHKEEPSIE DUTCHESS CO AP,-57.1,52.81663803779013,122.4
312,PA,PARK PLACE 1 NW WB           ,-57.1,52.81663803779013,122.4
313,PA,PITTSBURGH ALLEGHENY CO AP,-57.1,52.81663803779013,122.4
314,PA,SELINSGROVE PENN VALLEY AP,-57.1,52.81663803779013,122.4
315,NY,TICONDEROGA 3 NE             ,-57.1,52.81663803779013,122.4
316,NY,UTICA CAA AP,-57.1,52.81663803779013,122.4
317,MA,WESTFIELD BARNES MUNI AP,-57.1,52.81663803779013,122.4
318,NH,LEBANON MUNICIPAL,-57.1,52.81663803779013,122.4
319,MA,AYER,-57.1,52.81663803779013,122.4
320,ME,LEWISTON NAAF,-57.1,52.81663803779013,122.4
321,NY,NEW YORK FLOYD BENNE,-57.1,52.81663803779013,122.4
322,RI,QUONSET POINT NAS,-57.1,52.81663803779013,122.4
323,MA,SQUANTUM NAS,-57.1,52.81663803779013,122.4
324,NJ,TRENTON MERCER COUNTY AP,-57.1,52.81663803779013,122.4
325,PA,WILLOW GROVE NAS,-57.1,52.81663803779013,122.4
326,NY,BEAR MOUNTAIN WB,-57.1,52.81663803779013,122.4
327,RI,BLOCK ISLAND,-57.1,52.814086746796335,122.4
328,MI,MOUNT CLEMENS SELFRIDGE FLD,-57.1,52.81663803779013,122.4
329,MI,OSCODA WURTSMITH AAF,-57.1,52.81663803779013,122.4
330,IL,PARK RIDGE AF,-57.1,52.81663803779013,122.4
331,PA,MERCER WB AP,-57.1,52.81663803779013,122.4
332,OH,AKRON FULTON INTERNATIONAL AP,-57.1,52.81663803779013,122.4
333,MI,ALPENA WASTEWATER PL,-57.1,52.81663803779013,122.4
334,MI,BATTLE CREEK KELLOGG AP,-57.1,52.81663803779013,122.4
335,IL,BRADFORD,-57.1,52.81663803779013,122.4
336,MI,CADILLAC WEXFORD CO AP,-57.1,52.81663803779013,122.4
337,OH,EAST LIVERPOOL WB AP,-57.1,52.81663803779013,122.4
338,OH,FINDLAY AIRPORT,-57.1,52.81813736533137,122.4
339,MI,GLADWIN,-57.1,52.81663803779013,122.4
340,IN,GOSHEN MUNICIPAL AP,-57.1,52.81663803779013,122.4
341,MI,GRAND RAPIDS,-57.1,52.81663803779013,122.4
342,WI,GREEN BAY,-57.1,52.81663803779013,122.4
343,MI,JACKSON REYNOLDS FIELD,-57.1,52.81663803779013,122.4
344,IL,JOLIET,-57.1,52.81663803779013,122.4
345,IN,WEST LAFAYETTE PURDUE UNIV AP,-57.1,52.81663803779013,122.4
346,MI,MARQUETTE WBO,-57.1,52.81663803779013,122.4
347,MI,PELLSTON EMMET COUNTY AP,-57.1,52.81663803779013,122.4
348,OH,PERRY CAA AP,-57.1,52.81663803779013,122.4
349,IL,ROCKFORD CAA AIRPORT,-57.1,52.81663803779013,122.4
350,MI,SAGINAW TRI CITY INTL AP,-57.1,52.81663803779013,122.4
351,OH,TOLEDO WBAS,-57.1,52.81663803779013,122.4
352,MI,MARQUETTE K I SAWYER AP,-57.1,52.81663803779013,122.4
353,MI,DETROIT WILLOW RUN AP,-57.1,52.81663803779013,122.4
354,MI,GROSSE ILE NAS,-57.1,52.81663803779013,122.4
355,MI,TRAVERSE CITY,-57.1,52.81663803779013,122.4
356,MI,HANCOCK HOUGHTON CO AP,-57.1,52.81663803779013,122.4
357,MI,GRAND MARAIS 2 E             ,-57.1,52.81663803779013,122.4
358,WV,WHEELING OHIO COUNTY AP,-57.1,52.81663803779013,122.4
359,OH,AKRON NAS,-57.1,52.81663803779013,122.4
360,WI,WAUSAU MUNICIPAL ARPT,-57.1,52.81663803779013,122.4
361,NE,LINCOLN AFB,-57.1,52.81663803779013,122.4
362,MN,ALEXANDRIA MUNICIPAL AP,-57.1,52.81663803779013,122.4
363,ND,GRAND FORKS INTERNATIONAL AP,-57.1,52.81663803779013,122.4
364,ND,JAMESTOWN MUNICIPAL ARPT,-57.1,52.81663803779013,122.4
365,WI,LONE ROCK FAA AP,-57.1,52.81663803779013,122.4
366,ND,PEMBINA,-57.1,52.81663803779013,122.4
367,MN,ST PAUL DOWNTOWN AP,-57.1,52.81663803779013,122.4
368,MN,WLMR MUNI-J L RICE FD ARPT,-57.1,52.81663803779013,122.4
369,IA,DUBUQUE WB CITY,-57.1,52.81663803779013,122.4
370,IA,IOWA CITY MUNICIPAL AP,-57.1,52.81663803779013,122.4
371,MO,KIRKSVILLE CANNON MEMORIAL AP,-57.1,52.81663803779013,122.4
372,MO,TARKIO,-57.1,52.81663803779013,122.4
373,MN,MINNEAPOLIS NAS,-57.1,52.81663803779013,122.4
374,IA,OTTUMWA NAS,-57.1,52.81663803779013,122.4
375,IA,OTTUMWA INDUSTRIAL AP,-57.1,52.81663803779013,122.4
376,IA,LAMONI FAA AIRPORT,-57.1,52.81663803779013,122.4
377,WI,GRANTSBURG,-57.1,52.81663803779013,122.4
378,HI,HILO NAS,-57.1,52.81663803779013,122.4
379,TX,DEL RIO LAUGHLIN AAF,-57.1,52.81663803779013,122.4
380,HI,WHEELER AFB 810.1            ,-57.1,52.81663803779013,122.4
381,HI,BARBERS POINT,-57.1,52.81663803779013,122.4
382,HI,EWA MCAS,-57.1,52.81663803779013,122.4
383,HI,PEARL HARBOR NAS,-57.1,52.81663803779013,122.4
384,HI,PUUNENE CAA AP,-57.1,52.81663803779013,122.4
385,HI,PORT ALLEN CAA AP,-57.1,52.81663803779013,122.4
